User ID,Session ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,Charger Type,User Type
User_324,S324,Tesla Model 3,100,Station_279,San Francisco,14/1/2024 11:00,14/1/2024 14:54,52.99672888,38.36925514,6.452202177,Night,Monday,Level 1,Long-Distance Traveler
User_325,S325,Tesla Model 3,75,Station_337,Chicago,14/1/2024 12:00,14/1/2024 14:55,74.73938754,44.05048456,27.74298694,Morning,Sunday,Level 2,Casual Driver
User_326,S326,Tesla Model 3,62,Station_254,Los Angeles,14/1/2024 13:00,14/1/2024 14:57,17.89052769,3.660245686,25.22270092,Morning,Thursday,Level 2,Commuter
User_327,S327,Chevy Bolt,100,Station_304,San Francisco,14/1/2024 14:00,14/1/2024 17:43,18.84884344,47.44796509,7.321396397,Night,Friday,Level 2,Long-Distance Traveler
User_328,S328,Hyundai Kona,100,Station_380,New York,14/1/2024 15:00,14/1/2024 18:25,58.37615445,4.669667037,33.85680932,Afternoon,Friday,Level 2,Casual Driver
User_329,S329,Nissan Leaf,62,Station_130,San Francisco,14/1/2024 16:00,14/1/2024 17:02,57.81943059,,31.92078487,Evening,Tuesday,Level 2,Commuter
User_330,S330,Nissan Leaf,85,Station_84,San Francisco,14/1/2024 17:00,14/1/2024 18:27,13.32461104,24.74284751,12.38823651,Afternoon,Saturday,DC Fast Charger,Long-Distance Traveler
User_331,S331,Chevy Bolt,85,Station_276,Houston,14/1/2024 18:00,14/1/2024 21:50,14.50345514,37.65992488,11.91083137,Morning,Tuesday,Level 2,Commuter
User_332,S332,Nissan Leaf,85,Station_187,Los Angeles,14/1/2024 19:00,14/1/2024 19:57,26.34468459,19.95151332,17.65021853,Morning,Sunday,Level 1,Long-Distance Traveler
User_333,S333,Tesla Model 3,6.168895844,Station_46,Chicago,14/1/2024 20:00,14/1/2024 21:04,50.59695131,9.860027648,27.98654385,Night,Monday,Level 2,Long-Distance Traveler
User_334,S334,Hyundai Kona,75,Station_387,Chicago,14/1/2024 21:00,14/1/2024 23:34,,11.05016894,17.58563509,Morning,Sunday,Level 1,Commuter
User_335,S335,BMW i3,62,Station_183,Houston,14/1/2024 22:00,15/1/2024 0:47,103.8126056,16.59138267,17.66922823,Night,Friday,Level 2,Casual Driver
User_336,S336,Nissan Leaf,62,Station_268,Chicago,14/1/2024 23:00,15/1/2024 0:34,70.39888222,20.75090125,20.15830766,Night,Wednesday,Level 1,Commuter
User_337,S337,Tesla Model 3,45.62653203,Station_296,San Francisco,15/1/2024 0:00,15/1/2024 1:11,77.17272374,17.57302562,11.76049861,Afternoon,Friday,Level 2,Casual Driver
User_338,S338,BMW i3,62,Station_322,Houston,15/1/2024 1:00,15/1/2024 2:54,62.19283346,20.45251231,19.47699463,Morning,Saturday,DC Fast Charger,Long-Distance Traveler
User_339,S339,Hyundai Kona,62,Station_100,New York,15/1/2024 2:00,15/1/2024 4:46,71.91146877,10.55280104,21.33234274,Afternoon,Tuesday,Level 1,Long-Distance Traveler
User_340,S340,BMW i3,62,Station_78,Los Angeles,15/1/2024 3:00,15/1/2024 6:37,79.97807284,,27.85794777,Evening,Thursday,Level 1,Long-Distance Traveler
User_341,S341,Tesla Model 3,100,Station_272,Los Angeles,15/1/2024 4:00,15/1/2024 6:20,5.775919735,33.74537927,24.98569128,Afternoon,Sunday,Level 2,Casual Driver
User_342,S342,BMW i3,50,Station_339,Los Angeles,15/1/2024 5:00,15/1/2024 5:44,53.81020176,22.3444403,15.79131976,Morning,Monday,Level 1,Long-Distance Traveler
User_343,S343,Chevy Bolt,100,Station_162,San Francisco,15/1/2024 6:00,15/1/2024 9:34,38.66237699,26.72119537,16.31581939,Evening,Saturday,Level 2,Commuter
User_344,S344,BMW i3,50,Station_44,New York,15/1/2024 7:00,15/1/2024 8:38,56.6933015,44.99522224,32.99002236,Morning,Friday,DC Fast Charger,Long-Distance Traveler
User_345,S345,Nissan Leaf,85,Station_238,Houston,15/1/2024 8:00,15/1/2024 10:14,40.16142185,28.47996213,13.37000579,Evening,Wednesday,DC Fast Charger,Casual Driver
User_346,S346,Nissan Leaf,62,Station_134,Houston,15/1/2024 9:00,15/1/2024 11:59,42.51736092,39.91263736,7.234439777,Morning,Saturday,Level 2,Casual Driver
User_347,S347,Chevy Bolt,50,Station_461,Los Angeles,15/1/2024 10:00,15/1/2024 11:33,29.2984456,30.97941057,37.16469844,Afternoon,Wednesday,Level 2,Commuter
User_348,S348,Tesla Model 3,50,Station_192,New York,15/1/2024 11:00,15/1/2024 12:10,67.22515102,37.23601436,21.01415302,Morning,Wednesday,DC Fast Charger,Commuter
User_349,S349,Nissan Leaf,85,Station_356,New York,15/1/2024 12:00,15/1/2024 13:40,,17.92601361,27.99759316,Night,Monday,Level 1,Casual Driver
User_350,S350,Hyundai Kona,50,Station_278,New York,15/1/2024 13:00,15/1/2024 14:25,76.71844669,44.13745109,35.85250778,Night,Wednesday,Level 1,Casual Driver
User_351,S351,Nissan Leaf,62,Station_18,Chicago,15/1/2024 14:00,15/1/2024 17:00,60.96907589,6.682750854,37.04926024,Afternoon,Wednesday,Level 1,Commuter
User_352,S352,Nissan Leaf,62,Station_12,Chicago,15/1/2024 15:00,15/1/2024 15:54,48.32460775,19.59383734,49.13746988,Afternoon,Friday,DC Fast Charger,Commuter
User_353,S353,Tesla Model 3,62,Station_180,Los Angeles,15/1/2024 16:00,15/1/2024 18:14,65.54082473,31.8589977,37.48997541,Evening,Monday,Level 2,Commuter
User_354,S354,BMW i3,100,Station_123,New York,15/1/2024 17:00,15/1/2024 19:43,68.74906949,10.76167059,28.29294039,Afternoon,Thursday,DC Fast Charger,Commuter
User_355,S355,Nissan Leaf,85,Station_246,New York,15/1/2024 18:00,15/1/2024 20:28,67.43740257,16.09934852,14.99636875,Night,Thursday,Level 1,Casual Driver
User_356,S356,Chevy Bolt,75,Station_222,Houston,15/1/2024 19:00,15/1/2024 22:11,10.45065783,39.8938261,32.560979,Afternoon,Wednesday,Level 2,Long-Distance Traveler
User_357,S357,BMW i3,100,Station_373,Houston,15/1/2024 20:00,15/1/2024 23:40,30.805662,18.97988935,18.35319511,Night,Saturday,Level 2,Casual Driver
User_358,S358,Hyundai Kona,85,Station_51,Los Angeles,15/1/2024 21:00,15/1/2024 21:38,62.09565923,30.52868479,8.860047395,Afternoon,Tuesday,Level 1,Commuter
User_359,S359,Tesla Model 3,100,Station_488,New York,15/1/2024 22:00,15/1/2024 23:29,28.86406096,38.34408586,37.44951918,Night,Monday,Level 2,Casual Driver
User_360,S360,Hyundai Kona,75,Station_71,Los Angeles,15/1/2024 23:00,16/1/2024 1:34,33.37054203,41.92916859,7.409254803,Evening,Sunday,Level 1,Commuter
User_361,S361,BMW i3,77.60847805,Station_480,Houston,16/1/2024 0:00,16/1/2024 1:18,73.09045077,30.38880381,9.595163794,Morning,Tuesday,DC Fast Charger,Casual Driver
User_362,S362,BMW i3,75,Station_48,Houston,16/1/2024 1:00,16/1/2024 2:20,26.99234408,46.58137118,36.50047332,Morning,Monday,Level 2,Commuter
User_363,S363,BMW i3,85,Station_19,Chicago,16/1/2024 2:00,16/1/2024 5:37,6.938193834,13.28792406,16.88633009,Night,Monday,Level 1,Commuter
User_364,S364,Hyundai Kona,50,Station_262,Los Angeles,16/1/2024 3:00,16/1/2024 4:39,42.29018027,37.80609636,7.806725651,Afternoon,Friday,Level 1,Casual Driver
User_365,S365,BMW i3,100,Station_84,Los Angeles,16/1/2024 4:00,16/1/2024 5:06,30.03611838,13.37294905,35.95440543,Afternoon,Wednesday,DC Fast Charger,Commuter
User_366,S366,Hyundai Kona,62,Station_155,New York,16/1/2024 5:00,16/1/2024 6:00,10.38609378,47.76649444,21.48892071,Morning,Friday,Level 2,Long-Distance Traveler
User_367,S367,BMW i3,50,Station_53,New York,16/1/2024 6:00,16/1/2024 9:18,45.71947918,47.8425566,31.22627601,Night,Saturday,Level 2,Commuter
User_368,S368,Chevy Bolt,50,Station_107,Chicago,16/1/2024 7:00,16/1/2024 8:31,24.5996297,11.82017579,29.23441856,Afternoon,Sunday,Level 2,Commuter
User_369,S369,BMW i3,62,Station_357,San Francisco,16/1/2024 8:00,16/1/2024 10:02,23.14704768,25.39949364,10.99775279,Morning,Tuesday,Level 2,Commuter
User_370,S370,Hyundai Kona,85,Station_304,San Francisco,16/1/2024 9:00,16/1/2024 12:35,52.71641215,6.422556539,34.40206564,Night,Tuesday,DC Fast Charger,Long-Distance Traveler
User_371,S371,Nissan Leaf,100,Station_135,San Francisco,16/1/2024 10:00,16/1/2024 10:43,,46.48898767,36.94161944,Evening,Thursday,DC Fast Charger,Casual Driver
User_372,S372,BMW i3,48.63693125,Station_443,Los Angeles,16/1/2024 11:00,16/1/2024 14:13,68.25299905,29.2084268,9.459763979,Afternoon,Saturday,Level 2,Long-Distance Traveler
User_373,S373,Nissan Leaf,85,Station_69,Los Angeles,16/1/2024 12:00,16/1/2024 15:13,56.42022999,25.40285241,29.84842868,Afternoon,Sunday,Level 1,Long-Distance Traveler
User_374,S374,Chevy Bolt,75,Station_11,Houston,16/1/2024 13:00,16/1/2024 14:48,52.90446367,15.57205559,18.54288394,Night,Saturday,Level 2,Long-Distance Traveler
User_375,S375,Tesla Model 3,50,Station_143,Los Angeles,16/1/2024 14:00,16/1/2024 14:37,28.16354561,23.38920535,29.76359555,Morning,Friday,Level 2,Casual Driver
User_376,S376,Chevy Bolt,100,Station_192,Los Angeles,16/1/2024 15:00,16/1/2024 18:03,1.356731547,16.26758641,23.8746236,Night,Friday,Level 1,Commuter
User_377,S377,BMW i3,85,Station_387,Los Angeles,16/1/2024 16:00,16/1/2024 17:05,8.930426485,,0.234316994,Morning,Saturday,Level 2,Long-Distance Traveler
User_378,S378,Nissan Leaf,75,Station_378,Chicago,16/1/2024 17:00,16/1/2024 18:17,55.78297746,46.3333419,30.47364423,Night,Friday,Level 1,Commuter
User_379,S379,Nissan Leaf,85,Station_69,Los Angeles,16/1/2024 18:00,16/1/2024 19:54,16.67359946,32.99482959,28.15617086,Evening,Thursday,DC Fast Charger,Long-Distance Traveler
User_380,S380,Hyundai Kona,100,Station_23,New York,16/1/2024 19:00,16/1/2024 19:57,13.28071233,59.14854489,13.60743081,Afternoon,Sunday,Level 1,Long-Distance Traveler
User_381,S381,Nissan Leaf,50,Station_181,New York,16/1/2024 20:00,16/1/2024 23:45,7.668660935,25.45714668,17.36162334,Morning,Sunday,DC Fast Charger,Long-Distance Traveler
User_382,S382,Hyundai Kona,75,Station_293,Houston,16/1/2024 21:00,17/1/2024 0:39,,23.22301592,17.85819103,Evening,Friday,Level 2,Long-Distance Traveler
User_383,S383,Tesla Model 3,62,Station_9,Chicago,16/1/2024 22:00,17/1/2024 1:57,64.94285707,49.31912885,15.32161386,Night,Friday,Level 1,Long-Distance Traveler
User_384,S384,BMW i3,100,Station_271,New York,16/1/2024 23:00,17/1/2024 2:53,70.06077676,42.94568337,15.24274876,Morning,Sunday,Level 1,Long-Distance Traveler
User_385,S385,Hyundai Kona,85,Station_387,Chicago,17/1/2024 0:00,17/1/2024 3:57,,27.85442043,24.65421755,Morning,Saturday,Level 2,Casual Driver
User_386,S386,Tesla Model 3,100,Station_93,Chicago,17/1/2024 1:00,17/1/2024 2:20,46.55965372,35.77600025,23.55573454,Evening,Sunday,DC Fast Charger,Commuter
User_387,S387,Nissan Leaf,50,Station_454,Houston,17/1/2024 2:00,17/1/2024 4:13,54.88401336,6.985136805,6.555981505,Night,Saturday,Level 1,Commuter
User_388,S388,Nissan Leaf,50,Station_17,Chicago,17/1/2024 3:00,17/1/2024 6:19,13.72613374,12.48400855,21.09238546,Evening,Friday,Level 1,Casual Driver
User_389,S389,Tesla Model 3,75,Station_154,Los Angeles,17/1/2024 4:00,17/1/2024 6:10,74.21975586,3.566653037,29.1650415,Night,Friday,Level 2,Long-Distance Traveler
User_390,S390,Nissan Leaf,50,Station_405,Chicago,17/1/2024 5:00,17/1/2024 5:58,20.58138768,37.02662575,31.6837867,Evening,Saturday,DC Fast Charger,Casual Driver
User_391,S391,Tesla Model 3,75,Station_328,Houston,17/1/2024 6:00,17/1/2024 8:36,36.04757739,49.85189639,7.461577394,Evening,Tuesday,Level 2,Casual Driver
User_392,S392,Hyundai Kona,62,Station_149,Houston,17/1/2024 7:00,17/1/2024 8:51,31.73575031,11.12987276,11.73930094,Evening,Wednesday,Level 1,Casual Driver
User_393,S393,Hyundai Kona,85,Station_377,Houston,17/1/2024 8:00,17/1/2024 8:39,64.53824697,17.56016007,32.97335649,Evening,Tuesday,Level 2,Commuter
User_394,S394,Tesla Model 3,85,Station_267,New York,17/1/2024 9:00,17/1/2024 11:15,41.56862025,27.87688276,37.10922604,Night,Friday,Level 2,Casual Driver
User_395,S395,Hyundai Kona,75,Station_422,Los Angeles,17/1/2024 10:00,17/1/2024 13:16,34.37566974,3.806546848,35.35074338,Afternoon,Monday,DC Fast Charger,Long-Distance Traveler
User_396,S396,Hyundai Kona,60.78928025,Station_328,New York,17/1/2024 11:00,17/1/2024 14:59,12.11809323,7.997038342,37.31386508,Evening,Monday,DC Fast Charger,Casual Driver
User_397,S397,Hyundai Kona,85,Station_106,San Francisco,17/1/2024 12:00,17/1/2024 12:30,48.27254829,43.14231982,10.32993831,Night,Thursday,Level 2,Commuter
User_398,S398,Chevy Bolt,50,Station_472,Los Angeles,17/1/2024 13:00,17/1/2024 14:08,26.40210395,47.75905348,10.57056611,Afternoon,Tuesday,Level 2,Commuter
User_399,S399,BMW i3,62,Station_381,Chicago,17/1/2024 14:00,17/1/2024 14:50,54.62699763,27.77306743,37.76303576,Morning,Saturday,Level 2,Long-Distance Traveler
User_400,S400,Nissan Leaf,75,Station_35,Houston,17/1/2024 15:00,17/1/2024 16:34,69.44996148,49.41673269,15.30724503,Morning,Thursday,Level 1,Casual Driver
User_401,S401,Chevy Bolt,85,Station_119,San Francisco,17/1/2024 16:00,17/1/2024 16:44,66.18914418,2.535237862,13.99319791,Evening,Thursday,DC Fast Charger,Long-Distance Traveler
User_402,S402,Hyundai Kona,75,Station_14,Los Angeles,17/1/2024 17:00,17/1/2024 19:41,13.66384251,14.33045702,8.275923214,Morning,Monday,Level 1,Casual Driver
User_403,S403,Tesla Model 3,71.64548707,Station_14,New York,17/1/2024 18:00,17/1/2024 21:37,31.81022341,32.83733504,32.94225606,Evening,Tuesday,DC Fast Charger,Long-Distance Traveler
User_404,S404,Hyundai Kona,62,Station_266,Houston,17/1/2024 19:00,17/1/2024 20:30,79.46231191,25.41252017,18.27246951,Evening,Wednesday,DC Fast Charger,Long-Distance Traveler
User_405,S405,BMW i3,50,Station_140,New York,17/1/2024 20:00,17/1/2024 22:57,26.61520204,22.74396662,29.94315027,Afternoon,Sunday,Level 1,Long-Distance Traveler
User_406,S406,Hyundai Kona,62,Station_294,Los Angeles,17/1/2024 21:00,17/1/2024 23:47,,19.93479978,22.61552715,Morning,Saturday,Level 1,Commuter
User_407,S407,Tesla Model 3,100,Station_364,Los Angeles,17/1/2024 22:00,17/1/2024 23:56,64.40334433,35.92852161,14.24660004,Evening,Tuesday,Level 2,Commuter
User_408,S408,BMW i3,75,Station_119,San Francisco,17/1/2024 23:00,18/1/2024 1:14,41.5867128,39.75364157,35.66015447,Morning,Thursday,DC Fast Charger,Casual Driver
User_409,S409,Hyundai Kona,75,Station_238,Chicago,18/1/2024 0:00,18/1/2024 1:03,76.44815981,19.76610681,35.7634289,Afternoon,Friday,DC Fast Charger,Commuter
User_410,S410,BMW i3,100,Station_34,New York,18/1/2024 1:00,18/1/2024 3:33,19.89879895,33.63605071,30.70829741,Morning,Thursday,DC Fast Charger,Long-Distance Traveler
User_411,S411,Nissan Leaf,46.87679655,Station_169,San Francisco,18/1/2024 2:00,18/1/2024 4:19,25.10086254,24.43460765,30.54739628,Afternoon,Tuesday,Level 2,Commuter
User_412,S412,Nissan Leaf,50,Station_10,Houston,18/1/2024 3:00,18/1/2024 6:25,27.04710323,4.521631542,33.45756611,Afternoon,Monday,DC Fast Charger,Commuter
User_413,S413,Hyundai Kona,50,Station_122,Chicago,18/1/2024 4:00,18/1/2024 5:02,30.18468424,40.18246011,7.260888622,Afternoon,Sunday,DC Fast Charger,Casual Driver
User_414,S414,BMW i3,85,Station_401,San Francisco,18/1/2024 5:00,18/1/2024 7:07,15.34212068,43.49684996,30.94551499,Evening,Tuesday,Level 1,Long-Distance Traveler
User_415,S415,Tesla Model 3,62,Station_145,New York,18/1/2024 6:00,18/1/2024 7:30,45.34396447,11.27466652,11.65652844,Night,Wednesday,Level 1,Commuter
User_416,S416,Hyundai Kona,50,Station_451,Los Angeles,18/1/2024 7:00,18/1/2024 7:39,60.260383,31.22297314,11.46758403,Evening,Saturday,Level 2,Commuter
User_417,S417,Nissan Leaf,100,Station_446,Houston,18/1/2024 8:00,18/1/2024 11:31,5.650181738,11.66743821,25.63010191,Morning,Saturday,DC Fast Charger,Casual Driver
User_418,S418,Nissan Leaf,85,Station_223,New York,18/1/2024 9:00,18/1/2024 10:53,32.49151582,47.25775934,7.587563677,Evening,Friday,Level 2,Casual Driver
User_419,S419,Hyundai Kona,62,Station_371,Chicago,18/1/2024 10:00,18/1/2024 11:34,61.46067459,31.65043077,10.99170879,Evening,Friday,Level 1,Long-Distance Traveler
User_420,S420,BMW i3,85,Station_257,Chicago,18/1/2024 11:00,18/1/2024 12:46,41.57891512,35.418106,7.269854492,Night,Thursday,DC Fast Charger,Casual Driver
User_421,S421,Nissan Leaf,100,Station_268,Los Angeles,18/1/2024 12:00,18/1/2024 12:30,41.60286682,4.909722102,13.57109853,Morning,Tuesday,DC Fast Charger,Long-Distance Traveler
User_422,S422,BMW i3,85,Station_359,Los Angeles,18/1/2024 13:00,18/1/2024 15:42,29.69789846,32.30310226,21.4800656,Afternoon,Saturday,Level 2,Long-Distance Traveler
User_423,S423,Nissan Leaf,69.44504561,Station_4,Houston,18/1/2024 14:00,18/1/2024 15:49,72.71574853,32.25343212,28.11946156,Afternoon,Monday,DC Fast Charger,Commuter
User_424,S424,Nissan Leaf,85,Station_426,Houston,18/1/2024 15:00,18/1/2024 15:44,61.9271036,25.27459826,27.12255887,Morning,Wednesday,DC Fast Charger,Commuter
User_425,S425,Chevy Bolt,50,Station_397,Los Angeles,18/1/2024 16:00,18/1/2024 16:57,12.66681283,36.1576251,30.66760989,Evening,Thursday,Level 1,Commuter
User_426,S426,Nissan Leaf,100,Station_354,Los Angeles,18/1/2024 17:00,18/1/2024 17:52,78.95506102,41.30756664,26.94412074,Night,Tuesday,Level 2,Commuter
User_427,S427,Tesla Model 3,100,Station_106,Chicago,18/1/2024 18:00,18/1/2024 20:18,64.98220571,38.49923631,24.81778207,Night,Monday,Level 1,Commuter
User_428,S428,Hyundai Kona,85,Station_85,Los Angeles,18/1/2024 19:00,18/1/2024 21:16,37.28701876,29.14882623,10.42068113,Morning,Tuesday,Level 2,Long-Distance Traveler
User_429,S429,Hyundai Kona,100,Station_214,San Francisco,18/1/2024 20:00,18/1/2024 22:54,72.0948405,7.424169716,7.964528514,Morning,Monday,Level 1,Commuter
User_430,S430,BMW i3,62,Station_121,New York,18/1/2024 21:00,18/1/2024 23:22,65.75133335,42.51413255,20.24363545,Evening,Sunday,Level 2,Commuter
User_431,S431,Nissan Leaf,3.976596499,Station_132,Los Angeles,18/1/2024 22:00,19/1/2024 0:07,42.86561113,33.88461997,6.19057921,Night,Tuesday,DC Fast Charger,Commuter
User_432,S432,Tesla Model 3,62,Station_338,Houston,18/1/2024 23:00,19/1/2024 1:50,33.39817876,14.42092922,15.41312073,Morning,Tuesday,DC Fast Charger,Long-Distance Traveler
User_433,S433,BMW i3,62,Station_197,San Francisco,19/1/2024 0:00,19/1/2024 2:51,46.51177026,10.48122383,15.91197756,Evening,Sunday,Level 2,Casual Driver
User_434,S434,Chevy Bolt,50,Station_19,Houston,19/1/2024 1:00,19/1/2024 3:48,74.54048486,16.93586894,28.37468743,Evening,Saturday,Level 2,Casual Driver
User_435,S435,BMW i3,100,Station_130,San Francisco,19/1/2024 2:00,19/1/2024 2:57,53.83827206,25.60597779,39.9075072,Morning,Thursday,Level 2,Commuter
User_436,S436,BMW i3,1.53280653,Station_12,Los Angeles,19/1/2024 3:00,19/1/2024 4:11,42.46618717,,5.161757926,Night,Tuesday,Level 2,Casual Driver
User_437,S437,Nissan Leaf,75,Station_81,New York,19/1/2024 4:00,19/1/2024 6:08,,30.7235039,23.56026037,Afternoon,Tuesday,DC Fast Charger,Long-Distance Traveler
User_438,S438,Chevy Bolt,100,Station_330,Houston,19/1/2024 5:00,19/1/2024 6:30,76.49931987,37.44551098,31.94888427,Evening,Thursday,Level 2,Commuter
User_439,S439,BMW i3,62,Station_354,San Francisco,19/1/2024 6:00,19/1/2024 8:32,5.614874085,18.56116529,54.89298253,Afternoon,Thursday,DC Fast Charger,Long-Distance Traveler
User_440,S440,Tesla Model 3,50,Station_262,Chicago,19/1/2024 7:00,19/1/2024 8:33,26.46822316,15.86334957,18.3432315,Evening,Friday,DC Fast Charger,Long-Distance Traveler
User_441,S441,Tesla Model 3,50,Station_392,Los Angeles,19/1/2024 8:00,19/1/2024 9:00,6.873885528,42.83582803,23.7109535,Night,Friday,Level 2,Commuter
User_442,S442,Hyundai Kona,67.54202075,Station_125,New York,19/1/2024 9:00,19/1/2024 10:50,21.58091553,32.63193063,29.87794438,Afternoon,Saturday,DC Fast Charger,Long-Distance Traveler
User_443,S443,Chevy Bolt,75,Station_307,Los Angeles,19/1/2024 10:00,19/1/2024 13:50,7.56958421,40.84040128,36.54436532,Morning,Thursday,Level 2,Commuter
User_444,S444,Chevy Bolt,100,Station_267,Chicago,19/1/2024 11:00,19/1/2024 11:39,49.54554657,27.00766346,5.384944037,Evening,Sunday,DC Fast Charger,Long-Distance Traveler
User_445,S445,Hyundai Kona,85,Station_447,New York,19/1/2024 12:00,19/1/2024 12:37,72.83010774,45.3791692,5.708701645,Morning,Wednesday,Level 2,Casual Driver
User_446,S446,BMW i3,100,Station_441,Chicago,19/1/2024 13:00,19/1/2024 15:58,71.12558827,14.16712914,11.34857955,Morning,Saturday,Level 2,Casual Driver
User_447,S447,Chevy Bolt,100,Station_383,Los Angeles,19/1/2024 14:00,19/1/2024 17:54,36.24441708,12.83088143,9.742134928,Night,Monday,Level 1,Casual Driver
User_448,S448,Tesla Model 3,127.280274,Station_140,San Francisco,19/1/2024 15:00,19/1/2024 16:28,53.39924326,49.76976564,15.31997094,Morning,Thursday,Level 1,Long-Distance Traveler
User_449,S449,Tesla Model 3,107.4319545,Station_329,Los Angeles,19/1/2024 16:00,19/1/2024 19:27,5.746444809,7.007637737,20.6525859,Evening,Friday,Level 2,Commuter
User_450,S450,Nissan Leaf,62,Station_2,Los Angeles,19/1/2024 17:00,19/1/2024 20:46,9.737039612,3.645282259,39.66248652,Morning,Tuesday,Level 1,Casual Driver
User_451,S451,Chevy Bolt,85,Station_8,Los Angeles,19/1/2024 18:00,19/1/2024 21:47,39.46218311,40.99837534,21.6727573,Morning,Thursday,DC Fast Charger,Commuter
User_452,S452,BMW i3,85,Station_250,Houston,19/1/2024 19:00,19/1/2024 19:59,63.83060875,38.13906947,6.759900462,Evening,Thursday,Level 2,Casual Driver
User_453,S453,Hyundai Kona,85,Station_139,Chicago,19/1/2024 20:00,19/1/2024 22:54,72.94802476,14.7901193,10.5217203,Morning,Friday,Level 2,Casual Driver
User_454,S454,Hyundai Kona,62,Station_124,Chicago,19/1/2024 21:00,20/1/2024 0:52,21.09784722,37.26275519,25.55170952,Night,Friday,Level 2,Long-Distance Traveler
User_455,S455,BMW i3,62,Station_309,Chicago,19/1/2024 22:00,19/1/2024 22:49,58.79144233,34.24176571,19.21594181,Evening,Wednesday,Level 1,Casual Driver
User_456,S456,Nissan Leaf,62,Station_228,Houston,19/1/2024 23:00,20/1/2024 0:17,65.18392769,38.57770533,33.18646283,Night,Saturday,Level 1,Commuter
User_457,S457,Hyundai Kona,85,Station_10,San Francisco,20/1/2024 0:00,20/1/2024 3:50,72.54995631,35.11270258,32.06992949,Morning,Friday,DC Fast Charger,Commuter
User_458,S458,Chevy Bolt,100,Station_469,Los Angeles,20/1/2024 1:00,20/1/2024 3:39,57.55690006,13.03628314,14.25810935,Afternoon,Friday,Level 1,Casual Driver
User_459,S459,Nissan Leaf,52.33224826,Station_212,San Francisco,20/1/2024 2:00,20/1/2024 3:06,67.41433642,48.63021491,11.1260901,Night,Friday,Level 1,Commuter
User_460,S460,Chevy Bolt,75,Station_112,Houston,20/1/2024 3:00,20/1/2024 5:38,21.03051965,8.332992518,8.848458662,Night,Saturday,DC Fast Charger,Commuter
User_461,S461,Tesla Model 3,62,Station_8,Chicago,20/1/2024 4:00,20/1/2024 6:41,16.4721403,22.11445681,24.10975593,Morning,Tuesday,Level 2,Commuter
User_462,S462,Nissan Leaf,50,Station_292,Los Angeles,20/1/2024 5:00,20/1/2024 7:09,78.30687813,11.8110025,29.76314299,Afternoon,Thursday,Level 2,Commuter
User_463,S463,Hyundai Kona,85,Station_477,New York,20/1/2024 6:00,20/1/2024 7:23,38.5996591,31.47135995,22.30986686,Evening,Thursday,DC Fast Charger,Commuter
User_464,S464,Nissan Leaf,85,Station_362,New York,20/1/2024 7:00,20/1/2024 9:31,26.56650923,43.37591643,32.62696634,Afternoon,Friday,Level 1,Casual Driver
User_465,S465,Nissan Leaf,100,Station_460,San Francisco,20/1/2024 8:00,20/1/2024 8:54,23.02231536,6.999032822,5.056096912,Evening,Sunday,DC Fast Charger,Commuter
User_466,S466,Nissan Leaf,85,Station_253,Chicago,20/1/2024 9:00,20/1/2024 11:40,62.04960065,31.37496792,35.34478943,Morning,Sunday,DC Fast Charger,Commuter
User_467,S467,Nissan Leaf,85,Station_14,New York,20/1/2024 10:00,20/1/2024 10:38,58.09105214,7.069653277,30.93345703,Afternoon,Saturday,Level 2,Casual Driver
User_468,S468,Chevy Bolt,75,Station_240,San Francisco,20/1/2024 11:00,20/1/2024 14:53,63.29716819,30.6866948,5.541127115,Morning,Wednesday,Level 1,Long-Distance Traveler
User_469,S469,Tesla Model 3,39.29742253,Station_438,Houston,20/1/2024 12:00,20/1/2024 15:51,21.0022301,26.23272288,33.58178282,Night,Friday,Level 2,Commuter
User_470,S470,BMW i3,62,Station_242,San Francisco,20/1/2024 13:00,20/1/2024 14:03,36.32292544,19.41352971,32.62019608,Afternoon,Saturday,Level 2,Long-Distance Traveler
User_471,S471,Nissan Leaf,129.5241594,Station_469,San Francisco,20/1/2024 14:00,20/1/2024 15:12,65.45087829,47.44351917,11.05758726,Evening,Saturday,DC Fast Charger,Long-Distance Traveler
User_472,S472,Hyundai Kona,85,Station_342,San Francisco,20/1/2024 15:00,20/1/2024 16:43,46.92333915,38.70199053,16.96100622,Night,Wednesday,Level 2,Casual Driver
User_473,S473,Nissan Leaf,62,Station_149,Los Angeles,20/1/2024 16:00,20/1/2024 18:03,45.35506631,,34.75363397,Evening,Saturday,Level 2,Long-Distance Traveler
User_474,S474,Hyundai Kona,75,Station_236,San Francisco,20/1/2024 17:00,20/1/2024 17:51,44.72944868,36.47363188,23.68478638,Night,Thursday,Level 2,Long-Distance Traveler
User_475,S475,Chevy Bolt,100,Station_306,San Francisco,20/1/2024 18:00,20/1/2024 19:39,57.85966999,40.17499281,36.94377035,Evening,Wednesday,Level 1,Long-Distance Traveler
User_476,S476,Hyundai Kona,85,Station_478,Los Angeles,20/1/2024 19:00,20/1/2024 21:39,25.89259649,23.43530218,36.64684726,Evening,Wednesday,Level 1,Casual Driver
